CONTROL_JOB_NO,REGION_NAME,BUSINESS_UNIT,OFFICE_NAME,CITY,STATE,CORE_MARKET,MARKET_SECTOR,PROJECT_TYPE,TOTAL_CONTROL_ESTIMATE,BUILDING_SIZE
PROJECT_0276,Central,Dallas FTW,Dallas FTW,Frisco,TX,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,139446517.0,174000.0
PROJECT_0259,Central,Dallas FTW,Dallas FTW,Dallas,TX,Corporate & Workplace,CW-Developer,Office,87415457.0,1256529.0
PROJECT_0415,Southeast,Raleigh-Durham,Raleigh-Durham,Sanford,NC,Biomedical Facilities,,Biopharm Manufacturing,7412407.0,7500.0
PROJECT_0021,Northwest,Bay Area,Silicon Valley,Alameda,CA,Biomedical Facilities,BF-Medical Device,R&amp;D Building (Laboratories),461026.0,85000.0
PROJECT_0404,Southeast,South Florida,South Florida,Fort Lauderdale,FL,Clinical Infrastructure,,Hospitals,323732.0,560.0
PROJECT_0130,Southwest,SoCal,Newport Beach,Irvine,CA,Corporate & Workplace,,Mission Critical,0.0,45000.0
PROJECT_0499,Northeast,New Jersey,New Jersey,Philadelphia,PA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,350000.0,10000.0
PROJECT_0561,,,,Denver,CO,Clinical Infrastructure,,Hospitals,38847381.0,14800.0
PROJECT_0360,Northeast,DC - Baltimore,Baltimore,Baltimore,MD,Academic Institutions,,Education/Classroom Space,248520.0,10000.0
PROJECT_0450,Southeast,Central Florida,Orlando,,FL,Corporate & Workplace,,Other,2171642.0,150000.0
PROJECT_0416,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Biomedical Facilities,,R&amp;D Building (Laboratories),0.0,3915.0
PROJECT_0503,Northeast,New Jersey,New Jersey,,,Biomedical Facilities,,Other,23218.42,12000.0
PROJECT_0296,,,,,,,,,0.0,
PROJECT_0515,Northeast,Boston,Boston,Hartford,CT,Clinical Infrastructure,,Hospitals,22986915.72,212000.0
PROJECT_0526,Northeast,Boston,Boston,,,Clinical Infrastructure,,Hospitals,402333.0,18373.0
PROJECT_0555,,,,Lakewood,CO,Clinical Infrastructure,,Outpatient Healthcare,1898500.0,116624.0
PROJECT_0124,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Developer,R&amp;D Building (Laboratories),0.0,77000.0
PROJECT_0038,Northwest,Bay Area,Silicon Valley,San Mateo,CA,Clinical Infrastructure,,Outpatient Healthcare,0.0,18000.0
PROJECT_0441,Southeast,Central Florida,Tampa,Tampa,FL,Corporate & Workplace,CW-Hospitality,Sports and Athletics,1180393.0,920.0
PROJECT_0156,Southwest,SoCal,Newport Beach,El Segundo,CA,Advanced Systems & Innovation,ASI-Defense & Aerospace,Advanced Manufacturing,0.0,50000.0
PROJECT_0521,Northeast,Boston,Boston,Andover,MA,Advanced Systems & Innovation,ASI-Consumer/Commercial Electronics,Office,112305.0,
PROJECT_0545,Northwest,Pacific Northwest,Seattle,Seattle,WA,Biomedical Facilities,BF-Developer,R&amp;D Building (Laboratories),102254.0,950.0
PROJECT_0225,Central,Austin,Austin,Georgetown,TX,Corporate & Workplace,,Mission Critical,4468921.0,30000.0
PROJECT_0411,Southeast,Raleigh-Durham,Raleigh-Durham,Holly Springs,NC,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,49962.0,0.0
PROJECT_0562,,,,Denver,CO,Clinical Infrastructure,,Office,524057.12,5000.0
PROJECT_0544,Northwest,Pacific Northwest,Seattle,Seattle,WA,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,147536.85,1000.0
PROJECT_0316,Northeast,DC - Baltimore,Washington DC,Ashburn,VA,Advanced Systems & Innovation,,Mission Critical,95513083.0,20.0
PROJECT_0346,Northeast,Richmond,Richmond,Richmond,VA,Corporate & Workplace,CW-Finance/Banking/Insurance,Office,31908812.0,192000.0
PROJECT_0022,Northwest,Bay Area,Silicon Valley,,,Clinical Infrastructure,,Outpatient Healthcare,69230.0,770.0
PROJECT_0533,Northeast,Boston,Boston,,,Clinical Infrastructure,,Outpatient Healthcare,58029637.0,95450.0
PROJECT_0102,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Developer,Other,1446843.0,40000.0
PROJECT_0475,Southeast,Charlotte-Greenville,Charlotte,Forest City,NC,Advanced Systems & Innovation,ASI-Internet & Telecom,Mission Critical,9967312.0,250000.0
PROJECT_0538,Northwest,Pacific Northwest,Seattle,Seattle,WA,Biomedical Facilities,BF-Research & Development/Science & Technology,Other,318804.0,
PROJECT_0335,Northeast,Richmond,Richmond,Charlottesville,VA,Academic Institutions,,Other,48684774.0,18800.0
PROJECT_0517,Northeast,Boston,Boston,Wallingford,CT,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,41300262.0,28245.0
PROJECT_0047,Northwest,Bay Area,Silicon Valley,South San Francisco,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),0.0,1500000.0
PROJECT_0533,Northeast,Boston,Boston,Warwick,MA,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,0.0,95450.0
PROJECT_0482,Southeast,Charlotte-Greenville,Greenville,Clemson,SC,Academic Institutions,AI-Public,R&amp;D Building (Laboratories),545000.0,149162.0
PROJECT_0112,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,,Retail,0.0,1300.0
PROJECT_0429,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Advanced Systems & Innovation,,Mission Critical,723890.0,
PROJECT_0511,Northeast,New Jersey,New Jersey,Piscataway,NJ,Advanced Systems & Innovation,,Mission Critical,3281351.0,20000.0
PROJECT_0158,Southwest,SoCal,Newport Beach,Claremont,CA,Academic Institutions,AI-Private,Student Housing,0.0,125442.0
PROJECT_0368,Northeast,DC - Baltimore,Baltimore,Baltimore,MD,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,6108972.0,10000.0
PROJECT_0340,Northeast,Richmond,Richmond,Chester,VA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,235814043.0,150000.0
PROJECT_0373,Southeast,Atlanta,Atlanta,,,Academic Institutions,,Education/Classroom Space,425307.0,107902.0
PROJECT_0244,Central,Austin,Austin,Austin,TX,Corporate & Workplace,,Office,0.0,55000.0
PROJECT_0410,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,35499750.0,214000.0
PROJECT_0506,Northeast,New Jersey,New Jersey,Branchburg,NJ,Advanced Systems & Innovation,,Mission Critical,476161.0,5000.0
PROJECT_0260,Central,Dallas FTW,Dallas FTW,Arlington,TX,Clinical Infrastructure,,Hospitals,5210824.0,138260.0
PROJECT_0283,Central,Dallas FTW,Dallas FTW,Southlake,TX,Advanced Systems & Innovation,ASI-Internet & Telecom,Mission Critical,3855541.64,
PROJECT_0396,Southeast,South Florida,South Florida,Miami,FL,Advanced Systems & Innovation,,Office,851374.0,25769.0
PROJECT_0088,Southwest,San Diego,San Diego,San Marcos,CA,Academic Institutions,,Office,0.0,155000.0
PROJECT_0251,Central,Austin,Austin,,,Clinical Infrastructure,,Hospitals,475641.0,815.0
PROJECT_0205,Southwest,Arizona,Phoenix,phoenix,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,0.0,500.0
PROJECT_0552,,,Colorado Springs (D8-A),Colorado Springs,CO,Advanced Systems & Innovation,ASI-Consumer/Commercial Electronics,Mission Critical,717244.0,6000.0
PROJECT_0072,Northwest,Sacramento,Sacramento,Sacramento,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,1099896.0,1200.0
PROJECT_0016,Northwest,Bay Area,Silicon Valley,Livermore,CA,Corporate & Workplace,CW-Developer,Office,4489912.0,10200.0
PROJECT_0005,Northwest,Bay Area,Silicon Valley,,,Corporate & Workplace,,Office,15523607.0,191836.0
PROJECT_0111,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,,Other,0.0,2850.0
PROJECT_0419,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Biomedical Facilities,,Biopharm Manufacturing,1855358.0,8250.0
PROJECT_0068,Northwest,Sacramento,Sacramento,Vacaville,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,1359555.0,0.0
PROJECT_0332,Northeast,DC - Baltimore,Washington DC,Ashburn,VA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,0.0,10000.0
PROJECT_0041,Northwest,Bay Area,Silicon Valley,San Rafael,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),0.0,
PROJECT_0149,Southwest,SoCal,Newport Beach,Murrieta,CA,Advanced Systems & Innovation,,Advanced Manufacturing,0.0,500.0
PROJECT_0032,Northwest,Bay Area,Silicon Valley,San Francisco,CA,Corporate & Workplace,,Office,0.0,16667.0
PROJECT_0067,Northwest,Sacramento,Sacramento,,,Clinical Infrastructure,,Hospitals,98328.0,0.0
PROJECT_0145,Southwest,SoCal,Newport Beach,,,Clinical Infrastructure,,Hospitals,797970.0,185000.0
PROJECT_0506,Northeast,New Jersey,New Jersey,Branchburg,NJ,Advanced Systems & Innovation,ASI-Internet & Telecom,Mission Critical,1151730.08,5000.0
PROJECT_0408,Southeast,Raleigh-Durham,Raleigh-Durham,,,Biomedical Facilities,,Biopharm Manufacturing,0.0,0.0
PROJECT_0123,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),933554.0,500.0
PROJECT_0567,,,Denver (D8-B),Denver,CO,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,2099004.39,5000.0
PROJECT_0119,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Developer,R&amp;D Building (Laboratories),0.0,50000.0
PROJECT_0564,,,Denver (D8-B),Louisville,CO,Biomedical Facilities,BF-Research & Development/Science & Technology,Biopharm Manufacturing,3899370.0,7854.0
PROJECT_0379,Southeast,Atlanta,Atlanta,,,Academic Institutions,,Education/Classroom Space,1304751.0,
PROJECT_0518,Northeast,Boston,Boston,Worcester,MA,Corporate & Workplace,CW-Developer,Office,20139496.0,47500.0
PROJECT_0453,Southeast,Central Florida,Orlando,Orlando,FL,Other,,Other,290000.0,20000.0
PROJECT_0107,Southwest,San Diego,San Diego,,,Biomedical Facilities,,Biopharm Manufacturing,913662.0,10000.0
PROJECT_0008,Northwest,Bay Area,Silicon Valley,Santa Clara,CA,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,24905076.58,243000.0
PROJECT_0352,Northeast,DC - Baltimore,Baltimore,Baltimore,MD,Clinical Infrastructure,CI-Healthcare Provider,R&amp;D Building (Laboratories),622779891.0,554000.0
PROJECT_0531,Northeast,Boston,Boston,Westborough,MA,Advanced Systems & Innovation,,Office,0.0,
PROJECT_0306,Northeast,DC - Baltimore,Washington DC,Alexandria,VA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,0.0,1063821.0
PROJECT_0378,Southeast,Atlanta,Atlanta,Atlanta,GA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,6377822.0,14000.0
PROJECT_0324,Northeast,DC - Baltimore,Washington DC,Ashburn,VA,Advanced Systems & Innovation,ASI-Internet & Telecom,Mission Critical,43251138.0,
PROJECT_0460,Southeast,Central Florida,Orlando,Ocala,FL,Other,OTH-Energy Provider,Warehouse / Distribution,0.0,74000.0
PROJECT_0417,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Academic Institutions,,Sports and Athletics,200000.0,55000.0
PROJECT_0030,Northwest,Bay Area,Silicon Valley,San Jose,CA,Other,OTH-Amusement & Theme Parks,Office,20915454.0,20000.0
PROJECT_0499,Northeast,New Jersey,New Jersey,,,Advanced Systems & Innovation,,Mission Critical,7506112.0,10000.0
PROJECT_0038,Northwest,Bay Area,Silicon Valley,San Mateo,CA,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,660021.0,18000.0
PROJECT_0384,Southeast,Atlanta,Atlanta,Atlanta,GA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,5600577.0,15000.0
PROJECT_0122,Southwest,San Diego,San Diego,Chula Vista,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,0.0,15000.0
PROJECT_0013,Northwest,Bay Area,Silicon Valley,,,Clinical Infrastructure,,Hospitals,85252.0,0.0
PROJECT_0510,Northeast,New Jersey,New Jersey,Piscataway,NJ,Advanced Systems & Innovation,ASI-Developer,Mission Critical,43931.0,30.0
PROJECT_0060,Northwest,Sacramento,Sacramento,Napa,CA,Clinical Infrastructure,CI-Healthcare Provider,Mission Critical,47383.0,0.0
PROJECT_0512,Northeast,New Jersey,New Jersey,,,Biomedical Facilities,,Biopharm Manufacturing,1052407.0,21000.0
PROJECT_0437,Southeast,Central Florida,Tampa,Tampa,FL,Corporate & Workplace,CW-Finance/Banking/Insurance,Office,1220875.0,189000.0
PROJECT_0100,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),633408.0,39000.0
PROJECT_0521,Northeast,Boston,Boston,,,Advanced Systems & Innovation,,Office,1408977.0,
PROJECT_0270,Central,Dallas FTW,Dallas FTW,Dallas,TX,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,6207911.0,16000.0
PROJECT_0023,Northwest,Bay Area,Silicon Valley,San Francisco,CA,Corporate & Workplace,CW-Professional Services,Office,7312899.0,20000.0
PROJECT_0211,Southwest,Arizona,Phoenix,Phoenix,AZ,Advanced Systems & Innovation,ASI-Developer,Mission Critical,2581767.0,2.0
PROJECT_0537,Northwest,Pacific Northwest,Seattle,Quincy,WA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,127606898.0,200000.0
PROJECT_0059,Northwest,Bay Area,Silicon Valley,San Rafael,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,Office,0.0,17000.0
PROJECT_0069,Northwest,Sacramento,Sacramento,Fairfield,CA,Clinical Infrastructure,,Hospitals,1132555.0,0.0
PROJECT_0438,Southeast,Central Florida,Tampa,Tampa,FL,Other,OTH-Cultural & Community,Education/Classroom Space,0.0,6000.0
PROJECT_0535,Northeast,Boston,Boston,Cambridge,MA,Biomedical Facilities,BF-Developer,R&amp;D Building (Laboratories),0.0,150000.0
PROJECT_0108,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Developer,R&amp;D Building (Laboratories),1276360.0,19845.0
PROJECT_0163,Southwest,SoCal,Newport Beach,Irvine,CA,Biomedical Facilities,BF-Research & Development/Science & Technology,Office,2844206.0,5000.0
PROJECT_0017,Northwest,Bay Area,Silicon Valley,,,Advanced Systems & Innovation,,Office,67019.0,583000.0
PROJECT_0066,Northwest,Sacramento,Sacramento,,,Clinical Infrastructure,,Hospitals,70028.0,500.0
PROJECT_0099,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Research & Development/Science & Technology,R&amp;D Building (Laboratories),660929.0,450000.0
PROJECT_0508,Northeast,New Jersey,New Jersey,Neptune City,NJ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,0.0,57500.0
PROJECT_0182,Southwest,Arizona,Phoenix,Phoenix,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,1075144.0,800.0
PROJECT_0511,Northeast,New Jersey,New Jersey,Piscataway,NJ,Advanced Systems & Innovation,ASI-Developer,Mission Critical,30616976.0,20000.0
PROJECT_0110,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),5841858.0,25684.0
PROJECT_0508,Northeast,New Jersey,New Jersey,Neptune City,NJ,Clinical Infrastructure,,Hospitals,0.0,57500.0
PROJECT_0142,Southwest,SoCal,Newport Beach,Irvine,CA,Corporate & Workplace,CW-Finance/Banking/Insurance,Office,8317345.0,25199.0
PROJECT_0114,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),0.0,
PROJECT_0204,Southwest,Arizona,Phoenix,Phoenix,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,183151.0,2000.0
PROJECT_0421,Southeast,Raleigh-Durham,Raleigh-Durham,,,Biomedical Facilities,,Warehouse / Distribution,2864.0,
PROJECT_0133,Southwest,SoCal,Newport Beach,Duarte,CA,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,17911707.0,19550.0
